;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;21
128;APTI4;3.500,00;-6,37;0,29;2,690;0,00%;0,132;0,45;-4,50;-0,81;-3,71;-4,32;-59,73%;-40,15%;4,14;-3,30%;-4,58%;0,00;228.115.000,00;0,20;-12,72%;
129;NORD3;7,53;-6,33;-0,34;26,365;0,00%;2,836;-1,08;-54,43;-0,30;-95,83;-95,83;-48,44%;-416,71%;0,03;-5,35%;5,32%;2.467,77;-148.105.000,00;-0,26;34,08%;
130;TELB4;12,86;-6,02;0,65;3,018;0,00%;0,216;0,76;-2,76;-0,71;0,09;0,43;-109,54%;-50,14%;4,43;-10,99%;-10,77%;81.944,60;1.345.540.000,00;0,15;153,21%;
131;AHEB5;22,00;-5,51;-3,19;0,944;0,00%;0,627;20,83;-25,23;-0,69;-23,27;-204,46;-3,74%;-17,13%;1,12;-2,77%;57,95%;0,00;-58.871.000,00;0,00;35,16%;
132;BUET3;24,99;-5,46;-0,97;1,961;0,00%;0,572;-0,67;-13,13;-0,39;-22,60;-36,32;-14,93%;-35,93%;0,11;-5,95%;17,79%;0,00;-124.674.000,00;-0,70;4,55%;
133;CEDO3;6,72;-5,43;0,55;0,065;0,00%;0,078;-0,78;1,37;-0,25;5,78;4,17;4,76%;-1,76%;0,84;7,60%;-10,20%;6.896,56;121.313.000,00;1,86;10,05%;
134;TXRX3;27,01;-5,30;-0,34;0,668;0,00%;0,505;-0,60;3,97;-0,25;13,94;11,89;16,84%;-12,61%;0,36;18,61%;6,51%;878,51;-333.575.000,00;-0,87;16,49%;
135;BAHI3;10,49;-5,08;1,48;0,867;0,00%;0,352;-2,25;-30,86;-0,60;-38,22;-533,46;-2,81%;-17,91%;0,51;-1,27%;-29,13%;59.123,80;168.556.000,00;0,67;70,47%;
136;TLCP3;48,00;-5,02;1,76;0,824;0,00%;0,533;-2,76;-26,61;-1,33;-43,86;-43,86;-3,10%;-16,40%;0,61;-2,52%;-35,04%;0,00;262.979.000,00;1,21;9,09%;
137;LFFE4;3,89;-4,91;4,08;0,000;0,00%;3,599;0,00;-26,50;0,00;-23,11;10,90;0,00%;0,00%;0,00;0,00%;-83,10%;0,00;51.892.000,00;0,00;0,00%;
138;CGOS3;26,20;-4,85;1,89;0,509;0,00%;0,167;-0,83;-256,60;-0,25;-570,29;-570,29;-0,20%;-10,48%;0,54;-0,08%;-39,02%;0,00;453.387.000,00;2,48;8,97%;
139;ESTR4;53,00;-4,42;-0,08;0,235;0,00%;0,156;-0,08;2,06;-0,07;5,67;5,20;11,44%;-5,32%;0,22;8,07%;1,89%;0,00;-513.282.000,00;-0,15;6,00%;
140;PRML3;11,52;-4,41;1,98;18,612;0,00%;0,581;23,00;-30,33;-0,93;-63,15;1.640,31;-61,36%;-424,99%;2,02;-1,96%;-44,84%;0,00;2.192.720.000,00;2,18;32,85%;
141;IRBR3;2,20;-4,27;0,76;0,355;0,00%;0,133;0,00;-1,27;0,00;0,00;0,00;-27,94%;-8,32%;0,00;0,00%;-17,68%;40.658.800,00;3.693.410.000,00;0,00;-29,30%;
142;ADHM3;1,56;-4,09;-1,29;770,924;0,00%;105,126;-1,43;-5,69;-1,27;-5,69;-5,81;-13.548,50%;-18.860,60%;0,00;521,70%;31,47%;2.064,00;-19.776.000,00;0,00;43,48%;
143;BUET4;18,49;-4,04;-0,72;1,451;0,00%;0,423;-0,50;-9,72;-0,29;-19,18;-30,83;-14,93%;-35,93%;0,11;-5,95%;17,79%;0,00;-124.674.000,00;-0,70;4,55%;
144;PMET5;0,65;-3,95;-0,16;4,518;0,00%;30,248;-0,22;89,99;-0,16;503,88;503,88;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%;
145;LFFE3;3,11;-3,92;3,26;0,000;0,00%;2,877;0,00;-21,18;0,00;-17,80;8,39;0,00%;0,00%;0,00;0,00%;-83,10%;0,00;51.892.000,00;0,00;0,00%;
146;SHOW3;2,66;-3,83;1,30;0,867;0,00%;0,317;2,43;-32,23;-2,86;-23,00;566,12;-2,69%;-22,43%;1,25;-2,47%;-33,89%;930.872,00;138.002.000,00;1,00;-47,32%;
147;FBMC3;80,00;-3,78;-0,92;3,858;0,00%;1,384;-1,79;-2,85;-0,64;-3,31;-3,69;-135,59%;-101,97%;0,31;-64,70%;24,19%;0,00;-63.552.000,00;-0,15;-31,66%;
148;CEDO4;4,60;-3,72;0,38;0,045;0,00%;0,053;-0,53;0,94;-0,17;5,35;3,85;4,76%;-1,76%;0,84;7,60%;-10,20%;4.738,23;121.313.000,00;1,86;10,05%;
149;CVCB3;7,48;-3,66;10,23;2,177;0,00%;0,463;-4,34;-8,08;-1,23;-8,26;-42,70;-26,93%;-60,03%;0,84;-8,90%;-279,29%;124.637.000,00;202.696.000,00;5,00;-19,25%;
150;NINJ3;2,85;-3,66;0,50;2,274;0,00%;0,468;0,52;-2,50;0,52;2,57;2,59;-90,89%;-62,19%;14,53;-806,53%;-13,72%;1.183.810,00;285.275.000,00;0,00;0,00%;
151;TLCP4;34,11;-3,57;1,25;0,586;0,00%;0,379;-1,96;-18,91;-0,95;-36,16;-36,16;-3,10%;-16,40%;0,61;-2,52%;-35,04%;0,00;262.979.000,00;1,21;9,09%;
152;BECE3;9,10;-3,42;8,72;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-255,20%;0,00;96.496.000,00;0,00;12,81%;
153;ESTR3;40,00;-3,34;-0,06;0,178;0,00%;0,118;-0,06;1,55;-0,05;5,17;4,73;11,44%;-5,32%;0,22;8,07%;1,89%;0,00;-513.282.000,00;-0,15;6,00%;
154;BECE4;8,75;-3,29;8,38;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-255,20%;0,00;96.496.000,00;0,00;12,81%;
155;MBLY3;2,36;-2,95;0,41;0,356;0,00%;0,270;0,59;-3,04;0,94;-2,71;-8,22;-11,71%;-12,08%;3,74;-12,55%;-13,84%;4.304.300,00;615.928.000,00;0,29;7,13%;
156;PNOR5;1,87;-2,90;0,55;0,354;0,00%;0,205;0,70;8,52;-2,32;4,57;4,57;4,15%;-11,74%;2,50;3,61%;-18,84%;0,00;158.071.000,00;0,42;1,34%;
157;PNOR6;1,87;-2,90;0,55;0,354;0,00%;0,205;0,70;8,52;-2,32;4,57;4,57;4,15%;-11,74%;2,50;3,61%;-18,84%;0,00;158.071.000,00;0,42;1,34%;
158;BLUT3;0,94;-2,89;0,33;0,000;0,00%;0,099;-0,78;-10,88;-0,14;-14,77;-14,77;0,00%;0,00%;0,00;-0,92%;-11,41%;121.105,00;57.197.000,00;0,12;0,00%;
159;STRP4;0,21;-2,85;-0,43;0,416;0,00%;0,111;-0,18;-0,45;-0,09;-1,15;-1,15;-91,82%;-14,58%;0,13;-25,49%;14,95%;0,00;-12.498.000,00;-0,66;-36,39%;
160;FRIO3;41,50;-2,78;-0,76;0,082;0,00%;0,093;-0,42;1,26;-0,23;9,36;6,39;6,51%;-3,02%;0,76;11,98%;27,53%;0,00;-223.039.000,00;-5,86;16,13%;
161;LIXC3;1,75;-2,62;1,52;395,995;0,00%;0,069;0,28;-4,21;3,84;-6,37;-6,68;-9.413,21%;-14.386,80%;1,34;-1,90%;-57,85%;0,00;13.842.000,00;0,79;-75,90%;
162;BICB4;8,25;-2,43;2,21;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,00%;0,00;944.626.000,00;0,00;-31,19%;
163;BICB3;8,00;-2,35;2,14;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,00%;0,00;944.626.000,00;0,00;-31,19%;
164;ARLA4;3,38;-2,21;-0,62;2,137;0,00%;0,442;-0,31;-6,74;-0,29;-17,87;-17,87;-31,72%;-96,55%;0,10;-13,71%;28,00%;0,00;-24.319.000,00;-1,02;-47,46%;
165;CORR4;82,00;-2,18;-9,31;0,720;0,00%;0,092;0,12;-1,19;-0,44;7,60;7,84;-60,65%;-32,94%;31,90;-23,93%;425,98%;0,00;-204.000,00;0,00;42,31%;
166;LIXC4;1,45;-2,17;1,26;328,110;0,00%;0,057;0,23;-3,49;3,18;-5,65;-5,92;-9.413,21%;-14.386,80%;1,34;-1,90%;-57,85%;0,00;13.842.000,00;0,79;-75,90%;
167;MMXM3;14,00;-2,17;-0,11;0,000;0,00%;0,710;-0,10;4,70;-0,09;18,64;18,64;0,00%;0,00%;0,01;25,93%;4,97%;0,00;-842.661.000,00;-0,32;-28,51%;
168;OGXP3;1,63;-2,15;-0,98;0,000;0,00%;0,925;0,00;-16,46;0,00;-16,46;-16,46;0,00%;0,00%;0,00;0,00%;45,53%;0,00;-53.901.000,00;0,00;0,00%;
169;VTLM3;0,79;-2,07;-0,65;390,404;0,00%;53,237;-0,72;-2,88;-0,64;-2,88;-2,94;-13.548,50%;-18.860,60%;0,00;521,70%;31,47%;0,00;-19.776.000,00;0,00;43,48%;
170;ENJU3;1,16;-1,95;0,57;2,047;0,00%;0,506;0,66;-1,72;0,67;1,01;1,11;-119,25%;-105,10%;8,71;-189,93%;-29,44%;4.090.550,00;401.241.000,00;0,00;0,00%;
171;OIBR4;1,09;-1,95;6,95;0,671;0,00%;0,091;0,38;-1,95;-0,24;-9,66;312,26;-34,46%;-34,17%;1,65;-5,07%;-357,10%;1.088.080,00;1.035.200.000,00;29,25;-23,71%;
172;CTNM3;8,11;-1,90;0,35;0,116;0,00%;0,063;0,88;2,22;-0,24;12,66;6,27;5,24%;-9,85%;1,20;3,23%;-18,64%;296,40;700.703.000,00;1,93;-1,13%;
173;ARCZ3;3,66;-1,88;1,95;1,096;0,00%;0,369;1,53;9,50;-0,84;28,18;28,18;11,54%;-58,02%;2,86;4,03%;-103,98%;0,00;1.934.210.000,00;3,92;0,75%;
174;ARCZ6;3,63;-1,86;1,94;1,087;0,00%;0,366;1,52;9,42;-0,84;28,10;28,10;11,54%;-58,02%;2,86;4,03%;-103,98%;0,00;1.934.210.000,00;3,92;0,75%;
175;ALPK3;1,73;-1,83;0,73;0,406;0,00%;0,147;-0,71;2,54;-0,21;11,36;4,35;15,97%;-22,20%;0,29;6,16%;-39,61%;905.563,00;511.504.000,00;2,59;59,85%;
176;BISA3;1,58;-1,77;1,18;1,692;0,00%;0,321;0,86;-4,02;-7,64;-6,21;-9,28;-42,05%;-96,36%;2,22;-8,50%;-66,94%;0,00;1.788.370.000,00;0,77;-24,23%;
177;TEND3;4,97;-1,75;0,45;0,206;0,00%;0,119;0,43;-7,34;-0,79;-15,57;-45,80;-2,81%;-11,97%;1,91;-2,01%;-25,76%;11.455.800,00;1.147.890.000,00;1,21;16,58%;
178;BCAL6;0,28;-1,70;-0,07;1,946;0,00%;13,030;-0,09;38,77;-0,07;452,65;452,65;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%;
179;DJON4;0,18;-1,70;0,22;-0,956;0,00%;0,166;-1,29;-1,42;-0,85;-1,98;-1,98;67,37%;56,33%;0,24;-12,02%;-12,84%;0,00;2.702.000,00;0,09;45,19%;
180;SPRI6;11,00;-1,68;1,24;0,000;0,00%;1,196;2,33;-3,21;2,47;-2,86;-2,88;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%;
181;GOLL4;8,30;-1,67;-0,19;0,382;0,00%;0,224;-0,40;-1,07;-0,11;-4,10;-7,20;-35,73%;-22,79%;0,23;-24,58%;11,51%;109.565.000,00;-18.127.100.000,00;-0,57;-11,77%;
182;ARLA3;2,47;-1,62;-0,45;1,562;0,00%;0,323;-0,22;-4,92;-0,21;-16,06;-16,06;-31,72%;-96,55%;0,10;-13,71%;28,00%;0,00;-24.319.000,00;-1,02;-47,46%;
183;SPRI3;10,51;-1,61;1,19;0,000;0,00%;1,143;2,23;-3,07;2,36;-2,72;-2,74;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%;
184;SDIA4;6,42;-1,59;9,41;0,397;0,00%;0,418;-3,29;9,53;-0,83;23,15;23,15;4,16%;-25,09%;0,78;5,89%;-590,66%;0,00;459.230.000,00;17,27;13,42%;
185;SDIA3;6,42;-1,59;9,41;0,397;0,00%;0,418;-3,29;9,53;-0,83;23,15;23,15;4,16%;-25,09%;0,78;5,89%;-590,66%;0,00;459.230.000,00;17,27;13,42%;
186;DUQE3;28,00;-1,58;-11,29;12,103;0,00%;0,428;-0,74;-1,65;-0,57;-2,70;-2,98;-732,92%;-767,60%;0,33;-28,21%;715,74%;0,00;-6.987.000,00;-7,19;-42,70%;
187;BLUT4;0,50;-1,54;0,18;0,000;0,00%;0,053;-0,41;-5,79;-0,08;-9,68;-9,68;0,00%;0,00%;0,00;-0,92%;-11,41%;267.333,00;57.197.000,00;0,12;0,00%;
188;VIVR3;0,65;-1,41;-0,44;1,608;0,00%;0,285;-0,47;-1,84;-0,25;-5,74;-5,87;-87,31%;-114,97%;0,46;-18,83%;31,55%;1.770.140,00;-209.496.000,00;-1,14;76,01%;
189;SPRI5;8,52;-1,30;0,96;0,000;0,00%;0,927;1,81;-2,49;1,91;-2,14;-2,15;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%;
190;IDVL4;2,67;-1,26;1,16;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%;
191;PMAM3;6,63;-1,26;-0,38;0,068;0,00%;0,100;-1,68;-5,45;-0,10;-56,98;39,64;-1,25%;-5,43%;0,84;-1,98%;29,88%;513.191,00;-766.877.000,00;-3,60;1,55%;
192;PMET6;0,20;-1,21;-0,05;1,390;0,00%;9,307;-0,07;27,69;-0,05;441,57;441,57;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%;
193;PMAM4;5,84;-1,11;-0,33;0,060;0,00%;0,088;-1,48;-4,80;-0,09;-56,33;39,19;-1,25%;-5,43%;0,84;-1,98%;29,88%;0,00;-766.877.000,00;-3,60;1,55%;
194;NEXP3;0,55;-1,06;1,60;0,548;0,00%;0,232;3,15;-3,49;-0,54;-1,76;-3,21;-15,72%;-51,65%;1,21;-9,88%;-150,41%;462.174,00;45.738.000,00;1,34;5,51%;
195;AVLL3;18,53;-1,05;-5,75;2,159;0,00%;0,233;-3,40;-3,53;-0,33;-10,76;-11,38;-61,08%;-206,31%;0,83;-7,09%;544,82%;42.817,00;-72.300.000,00;-12,86;-26,15%;
196;LGLO4;100,00;-1,05;0,65;0,225;0,00%;0,192;-0,32;-1,24;-0,32;-2,13;-2,13;-18,10%;-21,47%;0,14;-18,37%;-62,51%;0,00;5.191.000,00;0,49;-11,42%;
197;IDVL3;2,16;-1,02;0,93;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%;
198;TCSA3;2,22;-0,99;0,28;1,014;0,00%;0,105;0,30;-1,97;-1,64;-6,70;-7,88;-51,54%;-103,00%;3,14;-6,03%;-28,36%;876.466,00;583.198.000,00;0,99;-12,29%;
199;BAHI11;2,00;-0,97;0,28;0,165;0,00%;0,067;-0,43;-5,88;-0,11;-13,24;-184,78;-2,81%;-17,91%;0,51;-1,27%;-29,13%;0,00;168.556.000,00;0,67;70,47%;
200;OIBR3;0,54;-0,96;3,44;0,332;0,00%;0,045;0,19;-0,96;-0,12;-8,68;280,53;-34,46%;-34,17%;1,65;-5,07%;-357,10%;43.049.100,00;1.035.200.000,00;29,25;-23,71%;
201;SGPS3;3,27;-0,86;0,18;0,098;0,00%;0,054;0,56;1,92;-0,21;11,18;5,09;5,09%;-11,39%;1,28;3,26%;-20,92%;315.895,00;909.776.000,00;1,04;-2,16%;
202;DHBI3;19,00;-0,83;-0,17;0,869;0,00%;0,343;-0,16;-3,68;-0,13;-24,58;-59,55;-23,58%;-154,81%;0,12;-10,50%;21,03%;0,00;-456.340.000,00;-0,99;-23,62%;
203;LETO5;2,06;-0,83;-0,14;0,000;0,00%;0,248;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,05%;0,00;-58.642.000,00;0,00;-17,38%;
204;IENG3;0,15;-0,81;0,99;1,717;0,00%;0,110;-1,17;3,88;-0,30;25,11;25,11;44,29%;-224,61%;0,85;2,84%;-122,41%;0,00;52.234.000,00;5,45;8,13%;
205;PLAS3;7,50;-0,73;-0,28;0,141;0,00%;0,131;-0,28;-2,88;-0,11;-11,07;16,12;-4,87%;-19,32%;0,37;-5,23%;38,65%;1.721,88;-331.557.000,00;-0,82;13,58%;
206;TXRX4;3,65;-0,72;-0,05;0,090;0,00%;0,068;-0,08;0,54;-0,03;10,51;8,97;16,84%;-12,61%;0,36;18,61%;6,51%;1.382,19;-333.575.000,00;-0,87;16,49%;
207;IGBR3;30,46;-0,70;-0,04;6,921;0,00%;0,329;-0,09;-0,52;-0,03;-5,25;-5,44;-1.343,01%;-984,57%;0,02;-69,40%;5,19%;151.588,00;-1.042.720.000,00;-0,34;-5,38%;
208;BDLL3;10,11;-0,69;-0,09;0,892;0,00%;0,025;-0,17;-0,61;-0,03;-8,87;-10,51;-146,30%;-128,37%;0,72;-4,40%;12,25%;8.294,86;-190.126.000,00;-1,15;-40,64%;
209;LATM11;28,65;-0,68;0,02;0,006;0,00%;0,003;-0,02;0,05;-0,00;7,74;7,74;11,46%;-0,39%;0,49;6,55%;-2,37%;0,00;11.357.000.000,00;2,92;16,69%;
210;CELM3;15,00;-0,67;-0,16;0,257;0,00%;0,132;-0,21;-1,02;-0,10;-4,26;-4,26;-25,14%;-38,36%;0,44;-15,60%;23,41%;0,00;-11.104.000,00;-0,66;5,80%;
211;CTNM4;2,80;-0,66;0,12;0,040;0,00%;0,022;0,30;0,77;-0,08;11,21;5,55;5,24%;-9,85%;1,20;3,23%;-18,64%;45.095,70;700.703.000,00;1,93;-1,13%;
212;HOOT4;1,89;-0,65;-0,07;0,581;0,00%;0,075;-0,05;-1,10;-0,04;-0,90;-1,31;-52,65%;-89,03%;0,05;-7,07%;10,62%;22.086,90;-500.821.000,00;-0,00;-22,51%;
213;IENG5;0,12;-0,65;0,79;1,374;0,00%;0,088;-0,93;3,10;-0,24;24,33;24,33;44,29%;-224,61%;0,85;2,84%;-122,41%;0,00;52.234.000,00;5,45;8,13%;
214;BDLL4;8,50;-0,58;-0,07;0,750;0,00%;0,021;-0,14;-0,51;-0,02;-8,77;-10,39;-146,30%;-128,37%;0,72;-4,40%;12,25%;3.546,14;-190.126.000,00;-1,15;-40,64%;
215;REEM4;4,63;-0,48;-0,08;0,197;0,00%;0,137;-0,14;-4,33;-0,07;-3,84;-6,01;-4,54%;-40,65%;0,45;4,61%;15,78%;0,00;-372.708.000,00;-0,00;-13,59%;
216;CCXC3;1,16;-0,48;-0,04;0,000;0,00%;0,185;0,00;-0,65;0,00;-0,52;-0,52;0,00%;0,00%;0,00;0,00%;7,85%;0,00;-52.699.000,00;0,00;0,00%;
217;IGBR6;19,00;-0,44;-0,02;4,317;0,00%;0,205;-0,06;-0,32;-0,02;-5,05;-5,24;-1.343,01%;-984,57%;0,02;-69,40%;5,19%;0,00;-1.042.720.000,00;-0,34;-5,38%;
218;IGBR5;18,90;-0,44;-0,02;4,295;0,00%;0,204;-0,06;-0,32;-0,02;-5,05;-5,24;-1.343,01%;-984,57%;0,02;-69,40%;5,19%;0,00;-1.042.720.000,00;-0,34;-5,38%;
219;JFEN3;0,85;-0,42;-0,15;10,056;0,00%;0,076;-0,55;-0,87;-0,10;-6,46;-6,59;-1.158,36%;-2.466,88%;0,86;-9,46%;35,90%;159.251,00;-597.469.000,00;-1,00;-50,80%;
220;DOCA3;11,00;-0,40;-0,03;-3,064;0,00%;0,030;-0,32;-0,26;-0,02;-6,86;-6,76;1.165,92%;636,17%;0,61;-12,48%;8,24%;0,00;-390.317.000,00;-0,82;-38,80%;
221;FGUI4;0,38;-0,39;-0,07;0,507;0,00%;0,798;-0,07;-1,83;-0,06;-14,24;-14,24;-27,72%;-129,00%;0,04;-60,74%;17,32%;0,00;-222.024.000,00;-0,46;2,13%;
222;WISA4;0,25;-0,35;-0,01;0,219;0,00%;0,029;-0,06;-0,31;-0,01;-19,27;-19,27;-71,41%;-62,75%;0,18;-9,78%;2,39%;0,00;-205.386.000,00;-0,52;-48,66%;
223;LETO3;0,80;-0,32;-0,05;0,000;0,00%;0,096;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,05%;0,00;-58.642.000,00;0,00;-17,38%;
224;CORR3;12,00;-0,32;-1,36;0,105;0,00%;0,013;0,02;-0,17;-0,06;8,62;8,89;-60,65%;-32,94%;31,90;-23,93%;425,98%;0,00;-204.000,00;0,00;42,31%;
225;RPMG3;2,08;-0,28;-0,04;0,051;0,00%;0,030;-0,04;-0,28;-0,04;-0,28;-0,28;-18,43%;-18,13%;0,56;-11,43%;13,41%;21.335,60;-3.701.300.000,00;0,00;37,08%;
226;WISA3;0,20;-0,28;-0,01;0,175;0,00%;0,023;-0,05;-0,25;-0,01;-19,21;-19,21;-71,41%;-62,75%;0,18;-9,78%;2,39%;0,00;-205.386.000,00;-0,52;-48,66%;
227;MTIG4;40,00;-0,25;-0,16;0,261;0,00%;0,113;-0,12;-0,53;-0,08;-5,60;-6,86;-49,41%;-106,55%;0,23;-25,10%;63,49%;474,42;-61.905.500,00;-1,50;-25,30%;
228;DOCA4;5,00;-0,18;-0,01;-1,393;0,00%;0,014;-0,15;-0,12;-0,01;-6,71;-6,62;1.165,92%;636,17%;0,61;-12,48%;8,24%;0,00;-390.317.000,00;-0,82;-38,80%;
229;RSID3;2,62;-0,18;-0,06;2,284;0,00%;0,058;-0,05;-0,68;-0,04;-8,31;-8,51;-333,57%;-1.379,10%;0,31;-8,90%;36,36%;645.850,00;-822.553.000,00;-0,72;-37,92%;
230;ATMP3;1,14;-0,17;0,40;0,030;0,00%;0,017;-0,05;-0,90;-0,02;-10,49;4,75;-3,37%;-17,46%;0,39;-2,15%;-229,65%;61.491,50;76.201.000,00;4,70;-11,57%;
231;SNSY5;2,96;-0,17;-0,01;0,030;0,00%;0,050;-0,35;-1,52;-0,01;-9,73;55,05;-1,97%;-17,35%;0,81;-3,95%;8,62%;7.897,63;-1.523.970.000,00;-0,08;17,46%;
232;DUQE4;2,95;-0,17;-1,19;1,275;0,00%;0,045;-0,08;-0,17;-0,06;-1,23;-1,35;-732,92%;-767,60%;0,33;-28,21%;715,74%;0,00;-6.987.000,00;-7,19;-42,70%;
233;TEKA3;26,10;-0,15;-0,01;0,053;0,00%;0,012;-0,01;1,59;-0,00;71,55;46,85;3,32%;-34,05%;0,04;1,26%;4,71%;0,00;-1.796.910.000,00;-0,32;13,74%;
234;FTRX3;0,13;-0,15;-0,02;0,206;0,00%;0,023;-0,04;-0,19;-0,01;-1,77;-2,27;-106,22%;-138,83%;0,06;-11,99%;13,50%;0,00;-154.535.000,00;-0,16;-31,25%;
235;LLIS3;1,58;-0,13;-0,19;0,116;0,00%;0,071;-2,01;-1,44;-0,07;-24,52;24,54;-8,05%;-87,73%;0,90;-5,56%;147,26%;530.070,00;-586.294.000,00;-3,04;-12,48%;
236;FTRX4;0,11;-0,13;-0,02;0,174;0,00%;0,019;-0,03;-0,16;-0,01;-1,74;-2,24;-106,22%;-138,83%;0,06;-11,99%;13,50%;0,00;-154.535.000,00;-0,16;-31,25%;
237;SCAR4;10,00;-0,11;0,00;0,002;0,00%;0,000;-0,00;0,00;-0,00;13,17;9,41;48,62%;-2,28%;0,49;3,96%;-0,33%;0,00;1.551.380.000,00;1,19;-13,01%;
238;TENE7;9,80;-0,10;-0,01;0,000;0,00%;0,071;-3,32;-1,38;-0,01;-2,17;-5,21;0,00%;0,00%;0,01;-5,16%;12,43%;0,00;-95.617.000,00;-0,01;0,00%;
239;MNDL3;23,98;-0,10;-0,08;0,084;0,00%;0,047;-0,05;0,68;-0,04;4,27;3,63;12,35%;-83,87%;0,25;7,46%;80,56%;59.972,00;-740.803.000,00;-0,43;11,94%;
240;FBMC4;1,96;-0,09;-0,02;0,095;0,00%;0,034;-0,04;-0,07;-0,02;-0,53;-0,59;-135,59%;-101,97%;0,31;-64,70%;24,19%;0,00;-63.552.000,00;-0,15;-31,66%;
241;TEKA4;13,64;-0,08;-0,00;0,028;0,00%;0,006;-0,00;0,83;-0,00;70,79;46,35;3,32%;-34,05%;0,04;1,26%;4,71%;51.690,30;-1.796.910.000,00;-0,32;13,74%;
242;MEND6;9,50;-0,08;-0,01;84,500;0,00%;0,103;-0,05;-0,15;-0,01;-18,22;-18,24;-56.084,00%;-111.025,00%;0,00;-68,42%;9,23%;0,00;-13.945.800.000,00;-0,84;-28,02%;
243;VPTA4;10,50;-0,07;-0,01;0,260;0,00%;0,054;-0,02;-0,13;-0,01;-6,89;-6,89;-193,57%;-396,38%;0,23;-45,00%;10,11%;0,00;-867.658.000,00;-0,34;-58,91%;
244;VPSC4;9,99;-0,05;4,30;0,029;0,00%;0,033;-0,06;-0,13;-0,06;-0,20;-0,20;-22,82%;-55,90%;0,43;-28,56%;-8.246,83%;0,00;1.232.000,00;6,15;-10,02%;
245;MEND5;6,50;-0,05;-0,00;57,816;0,00%;0,070;-0,03;-0,10;-0,00;-18,18;-18,19;-56.084,00%;-111.025,00%;0,00;-68,42%;9,23%;0,00;-13.945.800.000,00;-0,84;-28,02%;
246;VAGV3;1,14;-0,05;-0,01;0,014;0,00%;0,037;-0,08;-0,27;-0,01;-8,90;-8,90;-5,08%;-29,29%;0,52;-15,14%;20,73%;0,00;-8.194.580.000,00;-0,31;1,06%;
247;DHBI4;1,01;-0,04;-0,01;0,046;0,00%;0,018;-0,01;-0,20;-0,01;-21,09;-51,10;-23,58%;-154,81%;0,12;-10,50%;21,03%;0,00;-456.340.000,00;-0,99;-23,62%;
248;VAGV4;1,02;-0,04;-0,01;0,012;0,00%;0,033;-0,07;-0,24;-0,01;-8,87;-8,87;-5,08%;-29,29%;0,52;-15,14%;20,73%;0,00;-8.194.580.000,00;-0,31;1,06%;
249;GAFP3;0,12;-0,04;-0,01;0,372;0,00%;0,015;-0,09;-0,48;-0,01;-46,92;-46,92;-77,57%;-981,28%;0,51;-3,21%;38,79%;0,00;-80.712.500,00;-1,43;-58,09%;
250;RPMG4;0,26;-0,04;-0,00;0,006;0,00%;0,004;-0,01;-0,03;-0,00;-0,03;-0,04;-18,43%;-18,13%;0,56;-11,43%;13,41%;0,00;-3.701.300.000,00;0,00;37,08%;
251;ARTE3;7,70;-0,04;-0,04;0,000;0,00%;0,103;0,00;-0,52;0,00;-15,85;-15,85;0,00%;0,00%;0,00;0,00%;102,90%;0,00;-33.570.000,00;0,00;-64,35%;
252;TROR3;2,63;-0,03;-0,01;0,598;0,00%;0,532;-0,01;-6,57;-0,01;-728,92;-728,92;-9,11%;-1.745,52%;0,01;-9,77%;21,14%;0,00;-1.959.650.000,00;-0,80;6,34%;
253;MTIG3;5,21;-0,03;-0,02;0,034;0,00%;0,015;-0,02;-0,07;-0,01;-5,14;-6,30;-49,41%;-106,55%;0,23;-25,10%;63,49%;0,00;-61.905.500,00;-1,50;-25,30%;
